game_id,week,posteam,defteam,qtr,down,play_type,epa,wpa,cpoe,success
2025_01_BAL_BUF,1,BAL,BUF,1.0,,,-0.0,-0.0,,0.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,2.0,pass,-0.018798332195729017,0.004120767116546631,18.92603635787964,0.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,3.0,run,1.9710368093801662,0.09356275200843811,,1.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,1.0,run,3.17897840810474,0.07809531613823983,,1.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,,extra_point,0.06757300310763314,0.002813041958836582,,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,,kickoff,-0.3121709041297436,-0.0018296241760253906,,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,1.0,pass,-0.5261028534732759,-0.019028306007385254,-88.12400102615356,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,2.0,pass,-0.17588577046990395,-0.00950804352760315,22.229713201522827,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,3.0,pass,-1.3481184793636203,-0.04974004626274109,14.487391710281372,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,4.0,punt,-0.15352890454232693,0.006797462701797485,,0.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,1.0,pass,0.16071928152814507,0.010245919227600098,22.478210926055908,1.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,2.0,run,3.3832048390759155,0.06195741891860962,,1.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,1.0,run,-0.014282658055890352,-0.005801975727081299,,0.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,2.0,run,2.1754055823548697,0.05123855897660112,,1.0
2025_01_BAL_BUF,1,BAL,BUF,2.0,,extra_point,0.06757300310763314,0.0009688960624232301,,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,,kickoff,0.23455255618318915,0.00461268424987793,,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,1.0,run,0.31870065932162106,0.01176576316356659,,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,2.0,run,0.5186441002879292,0.019081056118011475,,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,1.0,pass,-0.42884620442055166,-0.01530042290687561,-73.40954542160034,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,2.0,pass,-0.673388468567282,-0.02236364781856537,12.724006175994873,0.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,3.0,pass,2.2130140453809872,0.054754242300987244,62.942564487457275,1.0
2025_01_BAL_BUF,1,BUF,BAL,2.0,1.0,pass,0.7300339032080956,0.02993836998939514,13.007557392120361,1.0
